9.999825602203575414e+00,4.378639596293889889e-06,9.496974551177908452e+00,5.317298142410276747e-04,1.761375707787221911e-01,1.601945717768276170e-02,4.328109490375131596e-02
1.147604193042362358e-01,1.184324598020061667e-06,3.746845144656275606e-01,1.052275074562533289e-06,2.991003679986681818e-01,3.389530126617086581e-02,4.734633096171479011e-02
3.942365980607244469e-02,1.002121854407533576e-06,4.288333039732976082e-01,1.000000000000000590e-06,5.807001011809218571e-01,6.798143038116125081e-02,4.113839654278352020e-02
1.143081283359617395e-01,1.028736521121077661e-06,3.712580715803212028e-01,1.015250454675468430e-06,3.715936222526503574e-01,4.385963845571063530e-02,4.805231342580439796e-02
1.003284593892394549e-01,1.013553308403567103e-06,3.868989644804649020e-01,1.033022833982391593e-06,3.700604485478821148e-01,4.469172349310410186e-02,4.633915775996449993e-02
9.999999998904389287e+00,1.129442424467070788e-06,1.735023607715340324e-02,1.013510567673492857e-06,1.949342890292112551e-01,1.843978796116299904e-02,4.460816012755249027e-02
1.042008264004574553e-01,1.008413261449108395e-06,5.926726894488413278e-01,1.066898688701728055e-06,4.682107223210971725e-01,5.796990069062207818e-02,4.306552331501896369e-02
9.957441303772556651e+00,3.937543302649187393e-01,1.000000000000000000e+01,1.035753049698176845e-02,1.484367341975468269e-01,3.091190055356524656e-03,2.359107937004771560e-02
1.026302462923410763e-01,1.046899888091759610e-06,3.789808582225229205e-01,1.030152518927867020e-06,3.668625758294559169e-01,4.279590737905270004e-02,5.061379761204532618e-02
4.002818124170726133e-01,1.384713113848868553e-06,2.044974119629491133e-02,1.140657782814824413e-06,3.747644218255332671e-01,4.662682853872049393e-02,4.875309723449935961e-02
3.937488583424887667e-02,1.087514799954101055e-06,4.850758122841017927e-01,1.087011637860134747e-06,4.433981944682646725e-01,4.938600649196603354e-02,4.476003855930126007e-02
1.111135376320072088e-01,1.158686599414279373e-06,4.286864662773521850e-01,1.059023723536454680e-06,3.440382811795256734e-01,3.880880581036386112e-02,3.792832788235546426e-02
3.774151007344245939e-02,1.000943556289515911e-06,2.787788195764697718e-01,1.017992486628596587e-06,6.921085010585384945e-01,7.881732345855294031e-02,4.247869711613697086e-02
1.116632973757047120e-01,1.034450775991117335e-06,3.846119985543419162e-01,1.038664132011993369e-06,3.838662187729136033e-01,4.491570063838690174e-02,3.786372104718508519e-02
3.306347244847166467e-01,1.753349855018174274e-06,4.933619435680181020e-02,1.222788035850357841e-06,1.924225202316847128e-01,1.787734297424102212e-02,4.297580345602418361e-02
1.011504144706181774e-01,1.005425132299168061e-06,3.602541194368645283e-01,1.030231369564694073e-06,4.649686970243833706e-01,5.708012761817268105e-02,3.987808933235777870e-02
9.960285054603110200e-02,1.035739186880678943e-06,3.786467466859376185e-01,1.036944809601588628e-06,3.545263535192296755e-01,4.316305149569973909e-02,4.939004475165365698e-02
1.226548935040652627e-01,1.067531224608252160e-06,4.639694036642050268e-01,1.202172736879516128e-06,2.957552847242443939e-01,3.380291253494091541e-02,4.281526939689804523e-02
1.142593342607521045e-01,1.015444916534143567e-06,2.249319995177667397e-01,1.000121950368738182e-06,4.455071240256910370e-01,5.550441923571798608e-02,3.971437915252720718e-02
1.128406079131804851e-01,1.000393502941882768e-06,4.493587516526270087e-01,1.000225773393225275e-06,3.874487591412864029e-01,4.627164725561015712e-02,4.393232095833407569e-02
1.058864100960618809e-01,1.408328586214973009e-06,3.414313439929169691e-01,1.007908259567878325e-06,3.332223122274561300e-01,3.841589043313359264e-02,4.293987267728201912e-02
1.087542103580910607e-01,1.050061030440465178e-06,3.746209587602653546e-01,1.007718596254549722e-06,3.756271221302163177e-01,4.588199147234958697e-02,4.147115142517618369e-02
9.999999819627152675e+00,1.017412803744000872e-06,1.409473072053818665e+00,1.000000543368157913e-06,2.544582755998858747e-01,2.727183602927953782e-02,5.282001997586359410e-02
4.147141187397954121e-02,1.000000000000000590e-06,2.125145863476815555e-02,3.596792688457954893e-06,1.091415299898037983e+00,1.355853171605518881e-01,4.134890519082447952e-02
1.174772496251676596e-01,1.230873915631856797e-06,2.811108455823059238e-01,1.294710535539538242e-06,3.311948445241318373e-01,3.828581851039057626e-02,4.719440852360265448e-02
9.999999922639613459e+00,1.001281284604681921e-06,1.551400136253206982e-02,1.000000150739189635e-06,1.664961295285387610e-01,1.298435376783271811e-02,4.546983040492999506e-02
1.209374610535144945e-01,1.003976718722287097e-06,3.145350778998472485e-01,1.001286398107960118e-06,3.729937852798958509e-01,4.567626173473439410e-02,4.750022185253270635e-02
1.022335414827025002e-01,1.013279084890229765e-06,3.697030970267092265e-01,1.030378282702591920e-06,3.741874551020114015e-01,4.445953360538583421e-02,4.677964700670161902e-02
4.196618556355753010e-02,2.621477387827139998e-06,2.176673625461607656e-02,1.000000000000000590e-06,1.107513412453660973e+00,1.392980358109362493e-01,4.164717776459062049e-02
4.384928746911125746e-02,1.015218709667150714e-06,2.435230832843070792e-01,1.057736020638056852e-06,8.709676983456033916e-01,1.098483888623506821e-01,4.633930961970954970e-02
4.131995753990984344e-02,1.000000000000000590e-06,3.896311938669044794e-02,3.581113860976161628e-06,1.049691062593629765e+00,1.305030313382878893e-01,4.116925436979860381e-02
1.157427482016523956e-01,1.229981442021582502e-06,2.998389820315885412e-01,1.017343809515371032e-06,3.503521605373207670e-01,4.186060237621927471e-02,4.349003487706717963e-02
1.191643206801512589e-01,1.001532332598100589e-06,3.699998273442487995e-01,1.318517043666649497e-06,5.101710734959694626e-01,6.490721483645511825e-02,4.357852058794461914e-02
1.015146019980441711e-01,1.006073486426577599e-06,1.934039873607024118e-01,1.036135088360402284e-06,5.060582216001909828e-01,6.231790237663813181e-02,4.338262316766854088e-02
8.945223876891728043e-02,1.176220894382583653e-06,3.929457397626304194e-01,1.000974992229114311e-06,3.648514622244540817e-01,4.220932343028792333e-02,4.291569794294648049e-02
9.999194536232135277e+00,4.368250287332758018e-05,1.000000000000000000e+01,3.416155596281385634e-04,1.674106216822194848e-01,1.393173674356952552e-02,4.374999753489371840e-02
4.117395077128265662e-02,1.007410333941000860e-06,2.206402100450663428e-01,1.238173351249239506e-06,7.130254069294167385e-01,8.753298918769945869e-02,4.125954635638830192e-02
9.999978540864820076e+00,1.109246167365236771e-06,1.000000000000010754e-06,2.940796533663026785e-06,2.119754179114103632e-01,2.191831280091265793e-02,4.254111271783571346e-02
1.007057635236912052e-01,1.046422055071528874e-06,4.073922089055985740e-01,1.067602609716932702e-06,3.140413081519198291e-01,3.567360693411986139e-02,4.301096099511711457e-02
6.115830520381064506e-02,1.000000000000005672e-06,8.073135563812929016e-02,9.999999999999999547e-07,2.322166775459905352e+01,3.282887925537115947e+00,3.209067527780321005e-02
1.147092095815834129e-01,1.051702326422184721e-06,3.937651982080483393e-01,1.033028418827965241e-06,3.839376932814153598e-01,4.736027233573421313e-02,3.385959769003311914e-02
9.989340668029582204e+00,6.076391459042584161e-06,3.608490470723527910e+00,4.438423025194262409e-04,1.906461758214389735e-01,1.818627983841735601e-02,4.406139922793333996e-02
1.209091904287377395e-01,1.028527230310869002e-06,3.838893556296044673e-01,1.002066225846049426e-06,3.608515385950664678e-01,4.311739874550572782e-02,4.733118233050033485e-02
1.046293889955494522e-01,1.070547634018484966e-06,3.826511747553863474e-01,1.020757777194639779e-06,3.739984556568570762e-01,4.607720639648565930e-02,4.018130339300411691e-02
1.020039696132973711e-01,1.096346788329551815e-06,3.918649303415969731e-01,1.405177991320915378e-06,3.001449958304380217e-01,3.263402956357498719e-02,4.788110978686888064e-02
9.999983598758248604e+00,1.016594866288457860e-06,6.313787268634022398e-01,1.915340343991607519e-06,2.639190519247630040e-01,2.940806157987568836e-02,4.165809247493990064e-02
1.316284903904444414e-01,1.000181850186195829e-06,3.885722562596645169e-01,1.000543285578874800e-06,3.847382987053121761e-01,4.787092864800356756e-02,3.839875675189987486e-02
4.309287870265686438e-02,1.000176244156916646e-06,3.547385211705463837e-01,9.999999999999999547e-07,6.421324039222577884e-01,7.812926760520205738e-02,4.931988029660919204e-02
1.036227045758151277e-01,1.011712378227209172e-06,3.603759853504799882e-01,1.063934382362431937e-06,3.732960225068869820e-01,4.279869575422577677e-02,4.688091560815108028e-02
3.986473310033800121e-02,1.000000000000000590e-06,6.222434928062154924e-01,1.000000000000000590e-06,6.131065801430886086e-01,7.191478574058626783e-02,4.498811681585909716e-02
1.110412110666711694e-01,1.400450599803264028e-06,4.296481097595020726e-01,1.002301783954461849e-06,3.127706820454945746e-01,3.582375936304608988e-02,4.324618425262845983e-02
4.014507370015743537e-02,1.356622026889157720e-06,2.359679812878513472e-01,1.517055786602076704e-06,6.686891891656123743e-01,8.147461991780988178e-02,4.104159827572746722e-02
1.118691697305110450e-01,9.999999999999999547e-07,3.849365808408311551e-01,1.026025844668844051e-06,3.732980890823702769e-01,4.523774689977298757e-02,4.023166366961992979e-02
1.127528428956720286e-01,1.000264944153091119e-06,4.010655518959183041e-01,1.000079712806284581e-06,4.311203721157707003e-01,5.243726654272354293e-02,4.313957168701982453e-02
6.864107665612304010e-02,1.228655329962655010e-04,1.000000000000002284e-06,1.000000000000006519e-06,3.214926580374871889e+01,4.503283033804740043e+00,4.058512012263948421e-02
1.138910245633934504e-01,1.031933188596789054e-06,3.422573229840680797e-01,1.001606702081301433e-06,4.416635530186714953e-01,5.448805545261741629e-02,4.414949143137469889e-02
1.000000000000000000e+01,1.529874241769821029e-06,4.109173489846733307e-03,1.001339097920458526e-06,2.361043900783345306e-01,2.552202858342186159e-02,4.185288037843021974e-02
3.556666983241561775e-02,1.058547187362982919e-06,2.524532527876240107e-02,1.394563672001067997e-06,7.999970575496968550e-01,9.583927592897770187e-02,3.706875308471108132e-02
7.193880322288684681e+00,9.588240584925618037e+00,1.139712364581172643e+00,3.413900170323137199e-04,4.153914388545343339e-01,1.790201626089947540e-02,1.111460129579820710e-02
9.999999998538115165e+00,9.999999999999999547e-07,2.575044985157937116e-02,1.000000689673770047e-06,2.632212658421867468e-01,2.991411756966402477e-02,4.547002670549649822e-02
1.116107860881752761e-01,1.027192458207666271e-06,3.805090087643614449e-01,1.018707828100553508e-06,3.767133346713148478e-01,4.532004089020708060e-02,4.264591105932136195e-02
1.223964877219861497e-01,1.048746653642176917e-06,3.652035513392333232e-01,1.016306439090641074e-06,3.660327856215053743e-01,4.362691687116332373e-02,4.727373867532883717e-02
1.112684046293388046e-01,1.167654146082729875e-06,7.607264314291398155e-02,1.025234094986549813e-06,4.514537606038104833e-01,5.642432503715834324e-02,4.313921368878767537e-02
9.437482318086530597e+00,5.853267359635323797e-02,1.000000000000000000e+01,4.003589184988004188e-03,1.899264697921889955e-01,1.422010684877470649e-02,3.082142531375526781e-02
1.003028874071611870e-01,1.114556692833685310e-06,4.464846406021235059e-01,1.168240108987352748e-06,3.317643554656628524e-01,3.747394743962575991e-02,4.286836600012856879e-02
